	PSO HPSO MKH BAS
r_1	4.5503	4.5359	2.87645	2.8162769
r_2	1.1013	1.1133	1.14644	1.1382629
r_3	3.9558	14.7381	4.40773	4.0509922
r_4	3.9330	16.8017	4.75713	4.1957758
r_p	3.94157220	3.94186588	2.6665746	2.6682801
¦È_p	-0.539171	-1.52110397	-1.1363513	5.1910788
¦È_0	0	0	0.16502	0.2070603
x_0	0	0	1.14265	1.1226995
y_0	0	0	0.48237	0.5246662
¦È_2^1	-0.2014	-0.1816	-0.31399	6.1191060
Error	0.1716	0.0964	1.5971e-4	9.94216478e-5
